inputSize   AverageExecutionTime
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
100         0
